Ligand,Binding Affinity,rmsd/ub, rmsd/lb
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_4601,-5.7,0.0,0.0
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_4601,-5.7,2.225,1.484
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_4601,-5.6,4.852,1.751
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_4601,-5.4,4.494,1.057
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_4601,-5.2,5.582,2.905
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_4601,-4.9,5.219,2.879
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_4601,-4.9,4.391,1.794
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_4601,-4.9,4.991,2.278
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_4601,-4.9,4.816,2.491
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_4636,-6.2,0.0,0.0
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_4636,-5.9,4.318,2.829
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_4636,-5.9,2.683,1.186
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_4636,-5.6,5.866,3.112
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_4636,-5.5,4.586,2.887
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_4636,-5.4,9.095,6.176
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_4636,-5.4,8.962,5.758
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_4636,-5.2,2.705,1.741
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_4636,-5.2,11.338,8.285
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_4688,-4.9,0.0,0.0
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_4688,-4.8,10.905,9.993
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_4688,-4.8,5.43,1.548
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_4688,-4.7,9.621,8.621
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_4688,-4.6,2.177,1.228
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_4688,-4.5,11.216,10.171
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_4688,-4.5,10.717,9.526
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_4688,-4.5,11.827,10.315
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_4688,-4.5,2.736,1.865
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_4761,-5.4,0.0,0.0
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_4761,-5.3,4.864,2.647
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_4761,-5.3,6.104,2.337
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_4761,-5.2,4.798,2.261
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_4761,-5.0,5.08,2.607
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_4761,-5.0,4.995,1.563
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_4761,-5.0,4.802,2.913
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_4761,-4.9,4.994,2.343
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_4761,-4.9,4.831,2.94
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_4768,-5.0,0.0,0.0
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_4768,-5.0,5.673,2.572
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_4768,-5.0,1.648,0.81
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_4768,-4.9,5.503,2.641
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_4768,-4.8,5.165,2.796
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_4768,-4.6,5.241,3.105
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_4768,-4.6,2.94,1.44
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_4768,-4.6,3.644,2.217
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_4768,-4.6,2.466,1.848
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_4828,-5.3,0.0,0.0
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_4828,-5.3,2.157,0.938
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_4828,-5.3,11.356,9.371
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_4828,-5.3,5.125,1.71
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_4828,-5.3,5.78,2.506
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_4828,-5.1,5.035,2.171
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_4828,-5.1,5.299,1.922
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_4828,-5.0,5.192,2.23
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_4828,-4.6,5.238,1.98
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_4911,-5.5,0.0,0.0
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_4911,-5.5,2.284,1.741
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_4911,-5.4,1.94,0.567
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_4911,-5.3,2.552,1.643
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_4911,-5.2,3.398,2.174
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_4911,-5.1,4.756,3.34
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_4911,-5.1,3.05,1.994
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_4911,-5.0,3.096,2.242
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_4911,-5.0,3.257,2.141
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_4914,-5.1,0.0,0.0
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_4914,-5.1,3.379,2.304
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_4914,-5.0,4.88,2.485
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_4914,-5.0,1.897,1.027
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_4914,-4.9,5.61,2.973
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_4914,-4.8,3.358,2.6
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_4914,-4.8,3.795,2.697
