Ligand,Binding Affinity,rmsd/ub, rmsd/lb
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_3108,-5.3,0.0,0.0
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_3108,-5.3,6.466,1.715
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_3108,-5.1,5.984,1.682
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_3108,-5.0,10.381,6.117
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_3108,-4.9,10.5,6.338
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_3108,-4.8,13.164,7.282
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_3108,-4.7,6.189,2.107
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_3108,-4.5,8.77,6.118
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_3108,-4.4,5.934,2.192
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_3117,-3.9,0.0,0.0
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_3117,-3.9,5.189,1.803
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_3117,-3.8,2.298,1.613
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_3117,-3.8,5.107,1.455
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_3117,-3.8,2.959,2.078
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_3117,-3.8,5.465,1.359
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_3117,-3.8,3.622,2.286
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_3117,-3.7,2.46,1.598
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_3117,-3.7,2.612,1.187
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_3226,-4.6,0.0,0.0
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_3226,-4.5,3.163,2.5
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_3226,-4.5,2.521,1.326
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_3226,-4.5,3.649,1.99
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_3226,-4.4,3.659,2.242
