Ligand,Binding Affinity,rmsd/ub, rmsd/lb
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_06X,-6.2,0.0,0.0
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_06X,-5.7,5.738,3.501
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_06X,-5.7,5.655,2.798
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_06X,-5.5,2.921,2.219
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_06X,-5.4,6.063,3.01
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_06X,-5.4,5.759,3.58
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_06X,-5.2,5.71,2.35
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_06X,-5.2,10.919,8.223
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_06X,-5.1,5.471,2.536
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_2C0,-5.7,0.0,0.0
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_2C0,-5.6,11.621,10.342
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_2C0,-5.6,12.107,10.824
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_2C0,-5.5,4.065,3.037
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_2C0,-5.4,4.305,3.54
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_2C0,-5.2,3.948,3.302
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_2C0,-5.1,4.344,3.66
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_2C0,-5.1,10.992,10.223
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_2C0,-5.1,2.307,1.875
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_06X,-6.3,0.0,0.0
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_06X,-6.1,5.765,3.715
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_06X,-5.9,5.729,2.811
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_06X,-5.8,5.656,2.91
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_06X,-5.6,2.731,2.134
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_06X,-5.5,3.168,2.392
