Ligand,Binding Affinity,rmsd/ub, rmsd/lb
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_Formula_C14_H22_N2_O3.txt,-5.2,0.0,0.0
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_Formula_C14_H22_N2_O3.txt,-5.1,3.336,2.157
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_Formula_C14_H22_N2_O3.txt,-5.0,4.254,3.112
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_Formula_C14_H22_N2_O3.txt,-5.0,8.068,6.564
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_Formula_C14_H22_N2_O3.txt,-5.0,3.449,2.259
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_Formula_C14_H22_N2_O3.txt,-4.9,1.66,1.374
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_Formula_C14_H22_N2_O3.txt,-4.9,11.405,9.791
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_Formula_C14_H22_N2_O3.txt,-4.9,3.439,1.971
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_Formula_C14_H22_N2_O3.txt,-4.8,10.363,9.062
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_Formula_C16_H21_N_O2.txt,-5.3,0.0,0.0
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_Formula_C16_H21_N_O2.txt,-5.3,5.352,1.725
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_Formula_C16_H21_N_O2.txt,-5.3,4.635,2.427
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_Formula_C16_H21_N_O2.txt,-5.1,4.885,1.894
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_Formula_C16_H21_N_O2.txt,-5.1,5.893,2.198
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_Formula_C16_H21_N_O2.txt,-5.0,5.467,2.645
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_Formula_C16_H21_N_O2.txt,-4.9,5.909,2.603
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_Formula_C16_H21_N_O2.txt,-4.8,3.406,2.197
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_Formula_C16_H21_N_O2.txt,-4.6,3.581,1.933
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_Formula_C17_H14_F3_N3_O2_S.txt,-7.3,0.0,0.0
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_Formula_C17_H14_F3_N3_O2_S.txt,-7.0,8.542,5.382
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_Formula_C17_H14_F3_N3_O2_S.txt,-7.0,6.116,4.302
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_Formula_C17_H14_F3_N3_O2_S.txt,-7.0,5.041,3.134
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_Formula_C17_H14_F3_N3_O2_S.txt,-6.8,2.56,1.917
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_Formula_C17_H14_F3_N3_O2_S.txt,-6.8,5.183,3.618
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_Formula_C17_H14_F3_N3_O2_S.txt,-6.7,7.044,5.261
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_Formula_C17_H14_F3_N3_O2_S.txt,-6.7,7.608,5.139
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_Formula_C17_H14_F3_N3_O2_S.txt,-6.7,5.293,3.988
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_Formula_C18_H17_CL2_N_O4.txt,-6.4,0.0,0.0
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_Formula_C18_H17_CL2_N_O4.txt,-6.2,1.549,0.915
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_Formula_C18_H17_CL2_N_O4.txt,-6.0,5.091,2.114
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_Formula_C18_H17_CL2_N_O4.txt,-5.5,5.101,2.715
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_Formula_C18_H17_CL2_N_O4.txt,-5.5,5.087,3.064
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_Formula_C18_H17_CL2_N_O4.txt,-5.4,5.076,2.851
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_Formula_C18_H17_CL2_N_O4.txt,-5.3,3.279,2.328
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_Formula_C18_H17_CL2_N_O4.txt,-5.3,4.13,2.447
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_Formula_C18_H17_CL2_N_O4.txt,-5.2,5.684,2.462
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_Formula_C18_H22_N2.txt,-6.3,0.0,0.0
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_Formula_C18_H22_N2.txt,-6.1,4.793,2.321
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_Formula_C18_H22_N2.txt,-6.1,5.326,2.093
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_Formula_C18_H22_N2.txt,-6.0,3.562,2.084
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_Formula_C18_H22_N2.txt,-6.0,3.783,1.713
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_Formula_C18_H22_N2.txt,-6.0,3.701,1.381
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_Formula_C18_H22_N2.txt,-5.9,4.699,2.313
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_Formula_C18_H22_N2.txt,-5.9,4.502,1.481
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_Formula_C18_H22_N2.txt,-5.8,3.704,1.807
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_Formula_C18_H26_CL_N3.txt,-5.5,0.0,0.0
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_Formula_C18_H26_CL_N3.txt,-5.5,5.451,3.328
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_Formula_C18_H26_CL_N3.txt,-5.5,4.999,2.412
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_Formula_C18_H26_CL_N3.txt,-5.4,4.83,2.915
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_Formula_C18_H26_CL_N3.txt,-5.4,4.242,2.469
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_Formula_C18_H26_CL_N3.txt,-5.4,4.394,2.482
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_Formula_C18_H26_CL_N3.txt,-5.2,4.686,2.763
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_Formula_C18_H26_CL_N3.txt,-5.1,4.552,2.781
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_Formula_C18_H26_CL_N3.txt,-5.0,5.212,3.275
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_Formula_C18_H26_O2.txt,-6.8,0.0,0.0
