Ligand,Binding Affinity,rmsd/ub, rmsd/lb
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_DX2,-8.0,0.0,0.0
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_DX2,-7.9,6.619,2.133
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_DX2,-6.8,3.327,2.152
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_DX2,-6.8,10.663,8.935
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_DX2,-6.7,10.051,8.229
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_DX2,-6.3,3.748,2.022
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_DX2,-6.1,12.774,9.613
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_DX2,-6.1,9.396,7.866
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_DX2,-6.1,11.625,9.894
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_EF2,-8.7,0.0,0.0
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_EF2,-8.7,2.012,0.203
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_EF2,-7.3,10.199,9.018
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_EF2,-7.2,9.993,8.981
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_EF2,-6.7,12.493,10.981
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_EF2,-6.4,12.222,10.816
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_EF2,-6.2,13.148,11.286
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_EF2,-6.2,9.799,8.86
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_EF2,-6.1,10.985,8.82
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_FVX,-6.4,0.0,0.0
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_FVX,-6.3,2.027,1.349
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_FVX,-6.1,8.82,7.554
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_FVX,-5.7,9.098,7.864
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_FVX,-5.6,4.958,3.101
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_FVX,-5.5,11.183,9.275
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_FVX,-5.4,6.366,4.204
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_FVX,-5.4,4.753,3.1
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_FVX,-5.4,5.051,3.375
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_GM4,-7.2,0.0,0.0
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_GM4,-6.7,3.548,2.506
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_GM4,-6.7,6.875,3.492
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_GM4,-6.4,6.999,3.559
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_GM4,-6.2,6.358,3.002
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_GM4,-6.1,2.16,1.498
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_GM4,-6.1,4.876,2.037
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_GM4,-5.7,6.57,4.148
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_GM4,-5.7,5.535,3.069
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_GMJ,-7.6,0.0,0.0
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_GMJ,-7.5,2.352,1.782
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_GMJ,-7.3,6.648,5.23
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_GMJ,-7.3,4.991,3.135
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_GMJ,-7.3,9.258,5.542
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_GMJ,-7.2,3.154,2.213
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_GMJ,-7.1,2.983,2.257
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_GMJ,-7.1,9.828,4.944
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_GMJ,-7.1,10.255,5.136
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_H8J,-7.3,0.0,0.0
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_H8J,-6.9,8.421,6.155
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_H8J,-6.6,2.158,1.706
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_H8J,-6.4,6.89,5.153
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_H8J,-6.3,6.119,3.848
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_H8J,-6.3,9.148,7.158
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_H8J,-6.3,10.406,8.075
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_H8J,-6.2,9.394,7.329
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_H8J,-6.2,7.285,5.326
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_ID8,-8.2,0.0,0.0
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_ID8,-7.1,5.592,2.103
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_ID8,-6.9,5.611,1.833
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_ID8,-6.8,3.235,2.074
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_ID8,-6.6,5.835,2.268
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_ID8,-6.5,10.223,9.014
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_ID8,-6.5,5.943,2.414
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_ID8,-6.3,9.624,7.756
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_ID8,-6.2,11.5,9.587
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_IL2,-7.0,0.0,0.0
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_IL2,-6.8,4.583,2.652
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_IL2,-6.6,7.71,3.441
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_IL2,-6.5,4.613,2.612
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_IL2,-6.4,4.392,2.567
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_IL2,-6.4,9.613,5.513
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_IL2,-6.2,7.355,4.471
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_IL2,-6.2,7.249,4.405
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_IL2,-6.1,7.858,5.285
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_IXX,-6.0,0.0,0.0
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_IXX,-6.0,5.177,2.385
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_IXX,-5.9,4.75,2.428
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_IXX,-5.8,5.143,2.391
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_IXX,-5.7,5.263,2.042
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_IXX,-5.7,5.358,2.609
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_IXX,-5.6,4.643,2.285
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_IXX,-5.5,4.701,1.678
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_IXX,-5.5,6.118,3.328
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_LQZ,-5.7,0.0,0.0
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_LQZ,-5.7,2.667,1.261
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_LQZ,-5.6,9.761,6.654
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_LQZ,-5.5,9.823,6.645
